time   pid avg min max msg con
1553695583688 56948 5.87 1 22 202 500
1553695584687 56948 2.33 1 15 156 500
1553695585688 56948 1.67 1 18 143 500
1553695586691 56948 6.12 1 44 202 500
1553695587691 56948 2.32 1 15 156 500
1553695588691 56948 1.52 1 4 143 500
1553695589691 56948 4.40 1 18 202 500
1553695590692 56948 2.86 1 17 156 500
1553695591696 56948 1.19 1 4 143 500
1553695592700 56948 3.93 1 29 202 500
1553695593702 56948 2.52 1 15 156 500
1553695594705 56948 2.02 1 17 143 500
1553695595871 56948 14.88 1 257 216 500
1553695596876 56948 25.75 1 105 162 500
1553695597877 56948 9.12 1 56 154 500
1553695598879 56948 8.56 1 39 185 500
1553695600251 56948 4.04 1 39 224 500
1553695601256 56948 145.52 1 394 150 500
1553695602256 56948 3.88 1 34 202 500
1553695603256 56948 3.14 1 72 149 500
1553695604256 56948 5.11 1 35 150 500
1553695605258 56948 4.81 1 20 202 500
1553695606259 56948 5.09 1 47 137 500
1553695607262 56948 3.46 1 15 162 500
1553695608261 56948 2.84 1 9 205 500
1553695609262 56948 2.82 1 24 146 500
1553695610264 56948 6.46 1 26 150 500
1553695611264 56948 5.29 1 29 205 500
1553695612265 56948 2.80 1 16 139 500
1553695613266 56948 5.95 1 53 157 500
1553695614265 56948 4.42 1 38 205 500
1553695615265 56948 2.31 1 6 139 500
1553695616270 56948 3.18 1 12 157 500
1553695617272 56948 3.82 1 22 205 500
1553695618271 56948 2.42 1 9 146 500
1553695619274 56948 3.20 1 10 150 500
1553695620275 56948 4.09 1 23 205 500
1553695621274 56948 3.22 1 21 146 500
1553695622275 56948 6.97 1 34 150 500
1553695623277 56948 2.60 1 10 205 500
1553695624442 56948 22.46 1 177 146 500
1553695625442 56948 9.98 1 66 180 500
1553695626442 56948 7.11 1 35 193 500
1553695627443 56948 10.68 1 71 128 500
1553695628444 56948 2.96 1 26 180 500
1553695629444 56948 5.84 1 25 193 500
1553695630444 56948 4.47 1 24 128 500
1553695631446 56948 6.51 1 28 180 500
1553695632446 56948 3.96 1 20 193 500
1553695633448 56948 3.40 1 7 137 500
1553695634492 56948 3.29 1 128 171 500
1553695635492 56948 12.44 1 44 199 500
1553695636495 56948 3.28 1 20 146 500
1553695637495 56948 5.16 1 27 156 500
1553695638495 56948 5.66 1 28 199 500
1553695639498 56948 3.30 1 31 146 500
1553695640499 56948 2.31 1 6 156 500
1553695641500 56948 14.56 1 113 199 500
1553695642502 56948 3.68 1 7 146 500
1553695643501 56948 2.32 1 7 156 500
1553695644502 56948 5.38 1 27 199 500
1553695645503 56948 4.49 1 8 146 500
1553695646502 56948 2.93 1 7 156 500
1553695647502 56948 4.51 1 34 199 500
1553695648503 56948 4.08 1 15 146 500
1553695649502 56948 4.59 1 30 156 500
1553695650503 56948 130.84 1 366 199 500
1553695650661 57632 0.00 0 0 0 500
1553695651505 56948 294.21 193 471 146 500
1553695651661 57632 0.00 0 0 0 500
1553695652504 56948 0.00 0 0 156 500
1553695652660 57632 0.00 0 0 0 500
1553695653507 56948 407.07 175 548 199 500
1553695653661 57632 0.00 0 0 133 500
1553695654662 57632 0.00 0 0 149 500
1553695654732 56948 224.95 88 683 168 500
1553695655662 57632 0.00 0 0 101 500
1553695655735 56948 0.00 0 0 211 500
1553695656665 57632 0.00 0 0 171 500
1553695656736 56948 0.00 0 0 68 500
1553695657665 57632 0.00 0 0 0 500
1553695657736 56948 0.00 0 0 0 500
1553695658669 57632 0.00 0 0 0 500
1553695658736 56948 0.00 0 0 0 500
1553695659673 57632 0.00 0 0 0 500
1553695659738 56948 0.00 0 0 0 500
1553695660676 57632 0.00 0 0 0 500
1553695660739 56948 0.00 0 0 0 500
1553695661679 57632 0.00 0 0 0 500
1553695661739 56948 0.00 0 0 0 500
1553695662685 57632 0.00 0 0 0 500
1553695662743 56948 0.00 0 0 0 500
1553695663689 57632 0.00 0 0 0 500
1553695663746 56948 0.00 0 0 0 500
1553695664689 57632 0.00 0 0 0 500
1553695664746 56948 0.00 0 0 0 500
1553695665689 57632 0.00 0 0 0 500
1553695665752 56948 0.00 0 0 0 500
1553695666689 57632 0.00 0 0 0 500
1553695666756 56948 0.00 0 0 0 500
1553695667690 57632 0.00 0 0 0 500
1553695667759 56948 0.00 0 0 0 500
1553695668694 57632 0.00 0 0 0 500
1553695668764 56948 0.00 0 0 0 500
1553695669698 57632 0.00 0 0 0 500
1553695669769 56948 0.00 0 0 0 500
1553695670703 57632 0.00 0 0 0 500
1553695670775 56948 0.00 0 0 0 500
1553695671708 57632 0.00 0 0 0 500
1553695671775 56948 0.00 0 0 0 500
1553695672711 57632 0.00 0 0 0 500
1553695672780 56948 0.00 0 0 0 500
1553695673717 57632 0.00 0 0 0 500
1553695673786 56948 0.00 0 0 0 500
1553695674718 57632 0.00 0 0 0 500
1553695674792 56948 0.00 0 0 0 500
1553695675723 57632 0.00 0 0 0 500
1553695675797 56948 0.00 0 0 0 500
1553695676727 57632 0.00 0 0 0 500
1553695676802 56948 0.00 0 0 0 500
1553695677727 57632 0.00 0 0 0 500
1553695677804 56948 0.00 0 0 0 500
1553695711971 57897 0.00 0 0 0 3000
1553695712971 57897 0.00 0 0 0 3000
1553695713971 57897 0.00 0 0 0 3000
1553695714972 57897 264.21 43 548 138 3000
1553695715972 57897 254.15 43 497 145 3000
1553695716972 57897 427.13 126 724 152 3000
1553695717972 57897 191.24 115 251 283 3000
1553695718972 57897 302.82 216 393 293 3000
1553695719972 57897 200.00 150 619 306 3000
1553695720973 57897 196.67 192 201 424 3000
1553695721972 57897 464.36 399 529 426 3000
1553695722972 57897 258.61 122 479 446 3000
1553695723973 57897 0.00 0 0 150 3000
1553695724974 57897 0.00 0 0 0 3000
1553695725973 57897 0.00 0 0 0 3000
1553695726974 57897 0.00 0 0 0 3000
1553695727975 57897 0.00 0 0 0 3000
1553695728975 57897 0.00 0 0 0 3000
1553695729976 57897 0.00 0 0 0 3000
1553695789300 58246 0.00 0 0 0 3000
1553695790300 58246 0.00 0 0 0 3000
1553695791300 58246 0.00 0 0 0 3000
1553695792300 58246 0.00 0 0 0 3000
1553695793301 58246 0.00 0 0 0 3000
1553695794302 58246 0.00 0 0 0 3000
1553695795302 58246 0.00 0 0 0 3000
1553695796303 58246 0.00 0 0 0 3000
1553695797303 58246 109.77 29 179 147 3000
1553695798303 58246 232.84 173 309 151 3000
1553695799303 58246 273.92 153 373 151 3000
1553695800308 58246 255.61 152 370 299 3000
1553695801312 58246 0.00 0 0 303 3000
1553695802311 58246 0.00 0 0 308 3000
1553695803312 58246 357.36 172 502 458 3000
1553695804315 58246 0.00 0 0 456 3000
1553695805336 58246 516.29 310 682 473 3000
1553695806337 58246 0.00 0 0 586 3000
1553695807403 58246 164.85 154 182 598 3000
1553695808415 58246 0.00 0 0 612 3000
1553695809414 58246 0.00 0 0 705 3000
1553695810415 58246 0.00 0 0 590 3000
1553695811416 58246 0.00 0 0 0 3000
1553695812415 58246 0.00 0 0 0 3000
1553695813416 58246 0.00 0 0 0 3000
1553695814419 58246 0.00 0 0 0 3000
1553695815425 58246 0.00 0 0 128 3000
1553695816426 58246 0.00 0 0 0 3000
1553695817430 58246 0.00 0 0 0 3000
1553695818432 58246 0.00 0 0 128 3000
1553695819436 58246 0.00 0 0 0 3000
1553695964274 58705 0.00 0 0 0 2000
1553695965274 58705 0.00 0 0 0 2000
1553695966273 58705 0.00 0 0 0 2000
1553695967273 58705 0.00 0 0 0 2000
1553695968274 58705 0.00 0 0 0 2000
1553695969278 58705 0.00 0 0 0 2000
1553695970278 58705 0.00 0 0 0 2000
1553695971279 58705 0.00 0 0 0 2000
1553695972279 58705 0.00 0 0 148 2000
1553695973279 58705 443.43 308 571 151 2000
1553695974281 58705 512.89 287 728 129 2000
1553695975281 58705 0.00 0 0 308 2000
1553695976281 58705 0.00 0 0 305 2000
1553695977281 58705 197.12 130 308 230 2000
1553695978282 58705 0.00 0 0 437 2000
1553695979284 58705 185.00 80 303 433 2000
1553695980284 58705 841.90 725 945 230 2000
1553695981285 58705 0.00 0 0 564 2000
1553695982286 58705 585.80 467 725 564 2000
1553695983285 58705 193.86 50 335 233 2000
1553695984285 58705 0.00 0 0 686 2000
1553695985286 58705 513.01 44 945 689 2000
1553695986297 58705 644.34 560 746 243 2000
1553695987298 58705 279.04 165 373 791 2000
1553695988302 58705 281.57 51 394 811 2000
1553695989302 58705 321.03 137 516 275 2000
1553695990466 58705 73.13 1 518 835 2000
1553695991467 58705 95.82 35 401 864 2000
1553695992470 58705 10.16 1 86 342 2000
1553695993470 58705 14.24 1 36 733 2000
1553695994503 58705 174.87 1 292 874 2000
1553695995506 58705 631.34 530 737 355 2000
1553695996508 58705 0.00 0 0 766 2000
1553695997508 58705 111.23 1 523 878 2000
1553695998511 58705 42.99 1 196 355 2000
1553695999511 58705 184.55 1 423 767 2000
1553696000511 58705 44.39 1 117 877 2000
1553696001514 58705 10.68 1 37 355 2000
1553696002514 58705 17.11 1 58 767 2000
1553696003516 58705 13.60 1 64 877 2000
1553696004516 58705 7.52 1 33 355 2000
1553696005534 58705 16.32 1 62 767 2000
1553696006535 58705 23.40 1 65 878 2000
1553696007535 58705 6.79 1 31 354 2000
1553696008552 58705 14.92 1 50 767 2000
1553696009557 58705 14.90 1 68 878 2000
1553696010553 58705 9.14 1 29 392 2000
1553696011556 58705 63.02 1 171 729 2000
1553696012558 58705 40.18 1 120 878 2000
1553696013558 58705 8.15 1 42 392 2000
1553696014560 58705 13.47 1 39 729 2000
1553696015561 58705 18.87 1 56 894 2000
1553696016562 58705 11.15 1 77 376 2000
1553696017594 58705 447.89 86 683 729 2000
1553696018618 58705 292.81 177 435 896 2000
1553696019618 58705 294.59 43 814 374 2000
1553696020675 58705 21.50 1 121 764 2000
1553696021676 58705 23.73 1 69 873 2000
1553696022677 58705 12.82 1 49 390 2000
1553696023679 58705 13.59 1 58 736 2000
